environment,twin_gap,regime,baseline,mean_total_cost,stderr_total_cost,mean_oracle_regret,n
scalar,gap,drifting,arcari_dual_smpc,26.575528219307106,0.7764982408626045,17.93701415080841,2
scalar,gap,drifting,kh_dual_control,23.658191502265645,2.1408384761788586,15.019677433766947,2
scalar,gap,drifting,oracle_trend,8.638514068498695,0.5983207394634639,0.0,2
scalar,gap,drifting,tv_gp_lcb,10093.5136510885,2174.6431482066455,10084.87513702,2
scalar,gap,piecewise,arcari_dual_smpc,39.94851998984874,16.709574668597906,33.085280013474424,2
scalar,gap,piecewise,kh_dual_control,39.94851998984874,16.709574668597906,33.085280013474424,2
scalar,gap,piecewise,oracle_trend,6.863239976374322,1.722245148464228,0.0,2
scalar,gap,piecewise,tv_gp_lcb,14440.732190264049,1161.5053343456946,14433.868950287673,2
scalar,gap,static,arcari_dual_smpc,39.94851998984874,16.709574668597906,34.952828464874926,2
scalar,gap,static,kh_dual_control,39.94851998984874,16.709574668597906,34.952828464874926,2
scalar,gap,static,oracle_trend,4.995691524973816,0.46482855097941966,0.0,2
scalar,gap,static,tv_gp_lcb,13035.890276847524,6143.266706513006,13030.89458532255,2
scalar,no_gap,drifting,arcari_dual_smpc,27.236059062433046,0.9412405470850125,16.461589970549376,2
scalar,no_gap,drifting,kh_dual_control,25.56130252477883,0.7335159905692041,14.786833432895161,2
scalar,no_gap,drifting,oracle_trend,10.77446909188367,1.494863470372885,0.0,2
scalar,no_gap,drifting,tv_gp_lcb,8567.701894678696,2165.369459907598,8556.927425586813,2
scalar,no_gap,piecewise,arcari_dual_smpc,39.94851998984874,16.709574668597906,33.976642833817934,2
scalar,no_gap,piecewise,kh_dual_control,39.94851998984874,16.709574668597906,33.976642833817934,2
scalar,no_gap,piecewise,oracle_trend,5.9718771560308115,1.1679389032934253,0.0,2
scalar,no_gap,piecewise,tv_gp_lcb,1542.9253478693659,241.26958212943146,1536.953470713335,2
scalar,no_gap,static,arcari_dual_smpc,39.94851998984874,16.709574668597906,34.83586619835533,2
scalar,no_gap,static,kh_dual_control,39.94851998984874,16.709574668597906,34.83586619835533,2
scalar,no_gap,static,oracle_trend,5.112653791493411,0.783847392671722,0.0,2
scalar,no_gap,static,tv_gp_lcb,2775.1284343845546,704.1886293304012,2770.015780593061,2
