environment,seed,baseline,calibration,planner,t,state,previous_action,action,next_state,calibration_output,true_theta,predicted_reward,realized_reward,task_reward,energy_cost,switching_cost,failure_cost,net_reward,cumulative_task_reward,cumulative_energy_cost,cumulative_switching_cost,cumulative_failure_cost,cumulative_net_reward,planner_queries_step,planner_queries_total,cold_start_transitions,oracle_kind,sweep,cem_population,cem_iterations,selected_action,query_budget
Toy2,1,oracle_current,true_current_dynamics,CEM-MPC oracle,4,0.1941335350023709,0.1941335350023709,0.4495486060017207,0.4495486060017207,0.9251028112450876,1.0,0.8190845334881994,0.8628086269923008,0.9251028112450876,0.010104697457904516,0.05218948679488231,0.0,0.8628086269923008,5.4958400229237645,0.018700128372222957,0.06167426154147501,0.0,5.415465633010067,64,320,2,oracle_current,cem_population_iterations,16,2,0.4495486060017207,64
Toy2,1,oracle_current,true_current_dynamics,CEM-MPC oracle,5,0.4495486060017207,0.4495486060017207,0.8399284970379648,0.8399284970379648,1.3796697789318924,1.0,1.2103443402051068,1.2224786174646938,1.3796697789318924,0.035273994006822726,0.12191716746037584,0.0,1.2224786174646938,6.875509801855657,0.05397412237904568,0.18359142900185085,0.0,6.63794425047476,64,384,2,oracle_current,cem_population_iterations,16,2,0.8399284970379648,64
Toy2,2,oracle_current,true_current_dynamics,CEM-MPC oracle,0,0.2,0.2,0.22594824980881115,0.22594824980881115,1.1503378918563898,0.1,1.1495928908686621,1.1472466119422942,1.1503378918563898,0.0025526305795832466,0.0005386493345123737,0.0,1.1472466119422942,1.1503378918563898,0.0025526305795832466,0.0005386493345123737,0.0,1.1472466119422942,64,64,2,oracle_current,cem_population_iterations,16,2,0.22594824980881115,64
Toy2,2,oracle_current,true_current_dynamics,CEM-MPC oracle,1,0.22594824980881115,0.22594824980881115,0.7017215985788526,0.7017215985788526,0.38149651560346054,0.1,0.18385574430585047,0.17578763198796984,0.38149651560346054,0.024620660095603018,0.18108822351988765,0.0,0.17578763198796984,1.5318344074598502,0.027173290675186264,0.18162687285440002,0.0,1.323034243930264,64,128,2,oracle_current,cem_population_iterations,16,2,0.7017215985788526,64
Toy2,2,oracle_current,true_current_dynamics,CEM-MPC oracle,2,0.7017215985788526,0.7017215985788526,0.14687966856113444,0.14687966856113444,1.0267267407729967,0.1,0.7633375069621384,0.7793684050765362,1.0267267407729967,0.0010786818518314352,0.24627965384462921,0.0,0.7793684050765362,2.558561148232847,0.0282519725270177,0.42790652669902923,0.0,2.1024026490068,64,192,2,oracle_current,cem_population_iterations,16,2,0.14687966856113444,64
Toy2,2,oracle_current,true_current_dynamics,CEM-MPC oracle,3,0.14687966856113444,0.14687966856113444,0.22250339617490064,0.22250339617490064,1.1987359457769011,1.0,1.1660193772725616,1.191685399168872,1.1987359457769011,0.0024753880654682396,0.004575158542560884,0.0,1.191685399168872,3.757297094009748,0.03072736059248594,0.43248168524159014,0.0,3.294088048175672,64,256,2,oracle_current,cem_population_iterations,16,2,0.22250339617490064,64
Toy2,2,oracle_current,true_current_dynamics,CEM-MPC oracle,4,0.22250339617490064,0.22250339617490064,0.2092437600973762,0.2092437600973762,1.2825567888372196,1.0,1.2156786870463014,1.2802269869211085,1.2825567888372196,0.0021891475569844163,0.0001406543591267104,0.0,1.2802269869211085,5.039853882846968,0.03291650814947036,0.43262233960071683,0.0,4.57431503509678,64,320,2,oracle_current,cem_population_iterations,16,2,0.2092437600973762,64
Toy2,2,oracle_current,true_current_dynamics,CEM-MPC oracle,5,0.2092437600973762,0.2092437600973762,0.15628835503051736,0.15628835503051736,1.1184103762291029,1.0,1.0764275739265152,1.1149456537925595,1.1184103762291029,0.001221302495907252,0.002243419940636079,0.0,1.1149456537925595,6.158264259076071,0.03413781064537761,0.4348657595413529,0.0,5.689260688889339,64,384,2,oracle_current,cem_population_iterations,16,2,0.15628835503051736,64
Toy2,0,oracle_current,true_current_dynamics,CEM-MPC oracle,0,0.2,0.2,0.19576644578429714,0.19576644578429714,1.2191032771667878,0.1,1.22770807077114,1.2171727137169992,1.2191032771667878,0.0019162250647508077,1.4338385037836454e-05,0.0,1.2171727137169992,1.2191032771667878,0.0019162250647508077,1.4338385037836454e-05,0.0,1.2171727137169992,128,128,2,oracle_current,cem_population_iterations,16,4,0.19576644578429714,128
Toy2,0,oracle_current,true_current_dynamics,CEM-MPC oracle,1,0.19576644578429714,0.19576644578429714,0.14020286406978322,0.14020286406978322,0.9482271510300738,0.1,0.9531564504344205,0.944774459585049,0.9482271510300738,0.0009828421546685055,0.0024698492903563727,0.0,0.944774459585049,2.1673304281968617,0.0028990672194193134,0.002484187675394209,0.0,2.1619471733020483,128,256,2,oracle_current,cem_population_iterations,16,4,0.14020286406978322,128
Toy2,0,oracle_current,true_current_dynamics,CEM-MPC oracle,2,0.14020286406978322,0.14020286406978322,0.1928536864167782,0.1928536864167782,1.2407944675804752,0.1,1.2238855703624025,1.2367171530871963,1.2407944675804752,0.0018596272182270508,0.0022176872750518605,0.0,1.2367171530871963,3.4081248957773367,0.004758694437646364,0.004701874950446069,0.0,3.3986643263892446,128,384,2,oracle_current,cem_population_iterations,16,4,0.1928536864167782,128
Toy2,0,oracle_current,true_current_dynamics,CEM-MPC oracle,3,0.1928536864167782,0.1928536864167782,0.2164251518808725,0.2164251518808725,1.2211431824929617,1.0,1.1947169683962915,1.2183566989873287,1.2211431824929617,0.0023419923183329366,0.00044449118729999245,0.0,1.2183566989873287,4.629268078270298,0.007100686755979301,0.005146366137746061,0.0,4.617021025376573,128,512,2,oracle_current,cem_population_iterations,16,4,0.2164251518808725,128
Toy2,0,oracle_current,true_current_dynamics,CEM-MPC oracle,4,0.2164251518808725,0.2164251518808725,0.24448403368503674,0.24448403368503674,1.063357086142284,1.0,1.0346600138397257,1.0597386233274586,1.063357086142284,0.0029886221363453094,0.0006298406784800474,0.0,1.0597386233274586,5.692625164412583,0.01008930889232461,0.005776206816226109,0.0,5.6767596487040315,128,640,2,oracle_current,cem_population_iterations,16,4,0.24448403368503674,128
Toy2,0,oracle_current,true_current_dynamics,CEM-MPC oracle,5,0.24448403368503674,0.24448403368503674,0.18479733537076878,0.18479733537076878,1.2101158803542713,1.0,1.210973026402704,1.2055583760317377,1.2101158803542713,0.0017075027580068195,0.0028500015645267496,0.0,1.2055583760317377,6.902741044766854,0.01179681165033143,0.00862620838075286,0.0,6.882318024735769,128,768,2,oracle_current,cem_population_iterations,16,4,0.18479733537076878,128
Toy2,1,oracle_current,true_current_dynamics,CEM-MPC oracle,0,0.2,0.2,0.1568792406865191,0.1568792406865191,1.0524438034681105,0.1,1.0810489167277004,1.0497257287531745,1.0524438034681105,0.0012305548079189395,0.001487519907016921,0.0,1.0497257287531745,1.0524438034681105,0.0012305548079189395,0.001487519907016921,0.0,1.0497257287531745,128,128,2,oracle_current,cem_population_iterations,16,4,0.1568792406865191,128
Toy2,1,oracle_current,true_current_dynamics,CEM-MPC oracle,1,0.1568792406865191,0.1568792406865191,0.1892593737884853,0.1892593737884853,1.2435442913507053,0.1,1.2210364954821509,1.240914557406604,1.2435442913507053,0.0017909555283404802,0.0008387784157608387,0.0,1.240914557406604,2.295988094818816,0.0030215103362594194,0.00232629832277776,0.0,2.2906402861597783,128,256,2,oracle_current,cem_population_iterations,16,4,0.1892593737884853,128
Toy2,1,oracle_current,true_current_dynamics,CEM-MPC oracle,2,0.1892593737884853,0.1892593737884853,0.15094669872873007,0.15094669872873007,1.019568978697351,0.1,1.0393848881509866,1.0172554445483084,1.019568978697351,0.0011392452928551,0.0011742888561875134,0.0,1.0172554445483084,3.3155570735161666,0.0041607556291145195,0.0035005871789652735,0.0,3.3078957307080867,128,384,2,oracle_current,cem_population_iterations,16,4,0.15094669872873007,128
Toy2,1,oracle_current,true_current_dynamics,CEM-MPC oracle,3,0.15094669872873007,0.15094669872873007,0.5308452119479307,0.5308452119479307,1.078855187504844,1.0,0.9163579325346243,0.9493070512755146,1.078855187504844,0.014089831952402172,0.1154583042769273,0.0,0.9493070512755146,4.39441226102101,0.01825058758151669,0.11895889145589257,0.0,4.257202781983601,128,512,2,oracle_current,cem_population_iterations,16,4,0.5308452119479307,128
Toy2,1,oracle_current,true_current_dynamics,CEM-MPC oracle,4,0.5308452119479307,0.5308452119479307,0.788066667710076,0.788066667710076,1.6046881428993198,1.0,1.4769812939139173,1.5207053874180188,1.6046881428993198,0.031052453637783174,0.05293030184351786,0.0,1.5207053874180188,5.99910040392033,0.04930304121929986,0.17188919329941044,0.0,5.77790816940162,128,640,2,oracle_current,cem_population_iterations,16,4,0.788066667710076,128
Toy2,1,oracle_current,true_current_dynamics,CEM-MPC oracle,5,0.788066667710076,0.788066667710076,0.7785997955001933,0.7785997955001933,1.5408726101461638,1.0,1.4983557534733791,1.510490030732966,1.5408726101461638,0.030310882077647143,7.169733555060006e-05,0.0,1.510490030732966,7.5399730140664944,0.079613923296947,0.17196089063496103,0.0,7.288398200134586,128,768,2,oracle_current,cem_population_iterations,16,4,0.7785997955001933,128
Toy2,2,oracle_current,true_current_dynamics,CEM-MPC oracle,0,0.2,0.2,0.2643121414528802,0.2643121414528802,0.8541061220730564,0.1,0.8496505143628496,0.8473042354364817,0.8541061220730564,0.0034930454059703673,0.0033088412306042144,0.0,0.8473042354364817,0.8541061220730564,0.0034930454059703673,0.0033088412306042144,0.0,0.8473042354364817,128,128,2,oracle_current,cem_population_iterations,16,4,0.2643121414528802,128
Toy2,2,oracle_current,true_current_dynamics,CEM-MPC oracle,1,0.2643121414528802,0.2643121414528802,0.19769966039338022,0.19769966039338022,1.2217837486047545,0.1,1.2243478250303304,1.2162797127124498,1.2217837486047545,0.0019542577859828934,0.0035497781063217933,0.0,1.2162797127124498,2.075889870677811,0.005447303191953261,0.006858619336926008,0.0,2.0635839481489313,128,256,2,oracle_current,cem_population_iterations,16,4,0.19769966039338022,128
Toy2,2,oracle_current,true_current_dynamics,CEM-MPC oracle,2,0.19769966039338022,0.19769966039338022,0.20760212938144232,0.20760212938144232,1.2357077643018508,0.1,1.2174434868676198,1.2334743849820176,1.2357077643018508,0.002154932206185456,7.844711364762534e-05,0.0,1.2334743849820176,3.3115976349796616,0.007602235398138717,0.0069370664505736335,0.0,3.297058333130949,128,384,2,oracle_current,cem_population_iterations,16,4,0.20760212938144232,128
Toy2,2,oracle_current,true_current_dynamics,CEM-MPC oracle,3,0.20760212938144232,0.20760212938144232,0.19489911560108225,0.19489911560108225,1.255913128774043,1.0,1.228218730367345,1.2538847522636556,1.255913128774043,0.0018992832631042013,0.00012909324728321422,0.0,1.2538847522636556,4.567510763753704,0.009501518661242919,0.007066159697856848,0.0,4.5509430853946045,128,512,2,oracle_current,cem_population_iterations,16,4,0.19489911560108225,128
Toy2,2,oracle_current,true_current_dynamics,CEM-MPC oracle,4,0.19489911560108225,0.19489911560108225,0.5271917455407935,0.5271917455407935,1.1246164808471693,1.0,0.9578369106142449,1.022385210489052,1.1246164808471693,0.01389655682831744,0.08833471352979992,0.0,1.022385210489052,5.692127244600874,0.02339807548956036,0.09540087322765677,0.0,5.573328295883656,128,640,2,oracle_current,cem_population_iterations,16,4,0.5271917455407935,128
Toy2,2,oracle_current,true_current_dynamics,CEM-MPC oracle,5,0.5271917455407935,0.5271917455407935,0.8344988008987816,0.8344988008987816,1.452967252903762,1.0,1.3040796595844046,1.342597739450449,1.452967252903762,0.03481941243507522,0.07555010101823804,0.0,1.342597739450449,7.145094497504636,0.058217487924635575,0.1709509742458948,0.0,6.915926035334105,128,768,2,oracle_current,cem_population_iterations,16,4,0.8344988008987816,128
Toy2,0,oracle_current,true_current_dynamics,CEM-MPC oracle,0,0.2,0.2,0.21820541700474114,0.21820541700474114,1.1777356350146178,0.1,1.1856251621015947,1.1750898050474539,1.1777356350146178,0.002380680200510649,0.00026514976665321385,0.0,1.1750898050474539,1.1777356350146178,0.002380680200510649,0.00026514976665321385,0.0,1.1750898050474539,128,128,2,oracle_current,cem_population_iterations,32,2,0.21820541700474114,128
Toy2,0,oracle_current,true_current_dynamics,CEM-MPC oracle,1,0.21820541700474114,0.21820541700474114,0.26279687082744946,0.26279687082744946,0.8623558831842668,0.1,0.8656940460645852,0.8573120552152137,0.8623558831842668,0.0034531097658349577,0.001590718203218183,0.0,0.8573120552152137,2.0400915181988846,0.005833789966345607,0.001855867969871397,0.0,2.0324018602626674,128,256,2,oracle_current,cem_population_iterations,32,2,0.26279687082744946,128
Toy2,0,oracle_current,true_current_dynamics,CEM-MPC oracle,2,0.26279687082744946,0.26279687082744946,0.15259942650179897,0.15259942650179897,1.0666466098169305,0.1,1.042935916454979,1.0557674991797728,1.0666466098169305,0.0011643292484338973,0.009714781388723871,0.0,1.0557674991797728,3.106738128015815,0.006998119214779504,0.011570649358595269,0.0,3.08816935944244,128,384,2,oracle_current,cem_population_iterations,32,2,0.15259942650179897,128
Toy2,0,oracle_current,true_current_dynamics,CEM-MPC oracle,3,0.15259942650179897,0.15259942650179897,0.5653940820494712,0.5653940820494712,0.869588615655335,1.0,0.6936458195444926,0.7172855501355296,0.869588615655335,0.015983523400828207,0.1363195421189771,0.0,0.7172855501355296,3.97632674367115,0.02298164261560771,0.14789019147757237,0.0,3.8054549095779695,128,512,2,oracle_current,cem_population_iterations,32,2,0.5653940820494712,128
Toy2,0,oracle_current,true_current_dynamics,CEM-MPC oracle,4,0.5653940820494712,0.5653940820494712,0.8107075537115452,0.8107075537115452,1.5768443618813541,1.0,1.4707604560082541,1.495839065495987,1.5768443618813541,0.032862336882247906,0.04814295950311938,0.0,1.495839065495987,5.553171105552504,0.05584397949785562,0.19603315098069174,0.0,5.301293975073957,128,640,2,oracle_current,cem_population_iterations,32,2,0.8107075537115452,128
Toy2,0,oracle_current,true_current_dynamics,CEM-MPC oracle,5,0.8107075537115452,0.8107075537115452,0.859880022173293,0.859880022173293,1.1546307666782663,1.0,1.1211413890988982,1.1157267387279317,1.1546307666782663,0.03696968262663714,0.0019343453236972596,0.0,1.1157267387279317,6.707801872230771,0.09281366212449277,0.197967496304389,0.0,6.417020713801889,128,768,2,oracle_current,cem_population_iterations,32,2,0.859880022173293,128
Toy2,1,oracle_current,true_current_dynamics,CEM-MPC oracle,0,0.2,0.2,0.2115120675374701,0.2115120675374701,1.1791921622157207,0.1,1.208172460295358,1.1768492723208321,1.1791921622157207,0.002236867735698766,0.00010602215918981801,0.0,1.1768492723208321,1.1791921622157207,0.002236867735698766,0.00010602215918981801,0.0,1.1768492723208321,128,128,2,oracle_current,cem_population_iterations,32,2,0.2115120675374701,128
Toy2,1,oracle_current,true_current_dynamics,CEM-MPC oracle,1,0.2115120675374701,0.2115120675374701,0.18802768432625983,0.18802768432625983,1.2415107014368507,0.1,1.219423706004894,1.2393017679293472,1.2415107014368507,0.0017677205036547808,0.00044121300384877983,0.0,1.2393017679293472,2.420702863652571,0.004004588239353546,0.0005472351630385979,0.0,2.4161510402501793,128,256,2,oracle_current,cem_population_iterations,32,2,0.18802768432625983,128
Toy2,1,oracle_current,true_current_dynamics,CEM-MPC oracle,2,0.18802768432625983,0.18802768432625983,0.195330080233391,0.195330080233391,1.2073616934039606,0.1,1.2275407850056521,1.205411341402974,1.2073616934039606,0.001907692012199148,4.2659988787588794e-05,0.0,1.205411341402974,3.6280645570565317,0.005912280251552694,0.0005898951518261867,0.0,3.6215623816531535,128,384,2,oracle_current,cem_population_iterations,32,2,0.195330080233391,128
Toy2,1,oracle_current,true_current_dynamics,CEM-MPC oracle,3,0.195330080233391,0.195330080233391,0.8063028717194337,0.8063028717194337,1.596214661215638,1.0,1.2321291248785993,1.2650782436194896,1.596214661215638,0.03250621604715028,0.29863020154899805,0.0,1.2650782436194896,5.224279218272169,0.038418496298702975,0.2992200967008242,0.0,4.886640625272643,128,512,2,oracle_current,cem_population_iterations,32,2,0.8063028717194337,128
Toy2,1,oracle_current,true_current_dynamics,CEM-MPC oracle,4,0.8063028717194337,0.8063028717194337,0.8056171617104755,0.8056171617104755,1.6083611750667322,1.0,1.5321857548419353,1.5759098483460368,1.6083611750667322,0.032450950562122126,3.761585731083957e-07,0.0,1.5759098483460368,6.8326403933389015,0.07086944686082511,0.29922047285939735,0.0,6.4625504736186805,128,640,2,oracle_current,cem_population_iterations,32,2,0.8056171617104755,128
Toy2,1,oracle_current,true_current_dynamics,CEM-MPC oracle,5,0.8056171617104755,0.8056171617104755,0.8778807795974125,0.8778807795974125,0.9583332042708693,1.0,0.903487569475867,0.9156218467354539,0.9583332042708693,0.03853373315932804,0.004177624376087396,0.0,0.9156218467354539,7.790973597609771,0.10940318002015315,0.3033980972354847,0.0,7.3781723203541345,128,768,2,oracle_current,cem_population_iterations,32,2,0.8778807795974125,128
Toy2,2,oracle_current,true_current_dynamics,CEM-MPC oracle,0,0.2,0.2,0.034212366462692434,0.034212366462692434,0.15865167337408487,0.1,0.1389509964523834,0.1366047175260155,0.15865167337408487,5.8524300948878107e-05,0.021988431547120477,0.0,0.1366047175260155,0.15865167337408487,5.8524300948878107e-05,0.021988431547120477,0.0,0.1366047175260155,128,128,2,oracle_current,cem_population_iterations,32,2,0.034212366462692434,128
Toy2,2,oracle_current,true_current_dynamics,CEM-MPC oracle,1,0.034212366462692434,0.034212366462692434,0.21159708003065755,0.21159708003065755,1.2022162292622678,0.1,1.1828734060802022,1.1748052937623217,1.2022162292622678,0.0022386662138750247,0.025172269286071226,0.0,1.1748052937623217,1.3608679026363526,0.002297190514823903,0.0471607008331917,0.0,1.3114100112883371,128,256,2,oracle_current,cem_population_iterations,32,2,0.21159708003065755,128
Toy2,2,oracle_current,true_current_dynamics,CEM-MPC oracle,2,0.21159708003065755,0.21159708003065755,0.1763162293366359,0.1763162293366359,1.2044696750685608,0.1,1.1858886155772335,1.2019195136916312,1.2044696750685608,0.0015543706363744594,0.0009957907405550783,0.0,1.2019195136916312,2.5653375777049137,0.0038515611511983623,0.04815649157374678,0.0,2.5133295249799685,128,384,2,oracle_current,cem_population_iterations,32,2,0.1763162293366359,128
Toy2,2,oracle_current,true_current_dynamics,CEM-MPC oracle,3,0.1763162293366359,0.1763162293366359,0.797812476976465,0.797812476976465,1.5978784269943176,1.0,1.2313810990127307,1.2570471209090412,1.5978784269943176,0.03182523742096612,0.30900606866431013,0.0,1.2570471209090412,4.1632160046992315,0.035676798572164485,0.3571625602380569,0.0,3.7703766458890096,128,512,2,oracle_current,cem_population_iterations,32,2,0.797812476976465,128
Toy2,2,oracle_current,true_current_dynamics,CEM-MPC oracle,4,0.797812476976465,0.797812476976465,0.7419076198513815,0.7419076198513815,1.310184530035043,1.0,1.2156146019004181,1.2801629017752252,1.310184530035043,0.027521345819677107,0.0025002824401407922,0.0,1.2801629017752252,5.4734005347342745,0.0631981443918416,0.3596628426781977,0.0,5.0505395476642345,128,640,2,oracle_current,cem_population_iterations,32,2,0.7419076198513815,128
Toy2,2,oracle_current,true_current_dynamics,CEM-MPC oracle,5,0.7419076198513815,0.7419076198513815,0.7258438910610547,0.7258438910610547,1.1151302792195417,1.0,1.0500632969378456,1.0885813768038899,1.1151302792195417,0.026342467709532615,0.0002064347061193394,0.0,1.0885813768038899,6.588530813953816,0.0895406121013742,0.35986927738431707,0.0,6.139120924468124,128,768,2,oracle_current,cem_population_iterations,32,2,0.7258438910610547,128
Toy2,0,oracle_current,true_current_dynamics,CEM-MPC oracle,0,0.2,0.2,0.21820541700474114,0.21820541700474114,1.1777356350146178,0.1,1.1856251621015947,1.1750898050474539,1.1777356350146178,0.002380680200510649,0.00026514976665321385,0.0,1.1750898050474539,1.1777356350146178,0.002380680200510649,0.00026514976665321385,0.0,1.1750898050474539,256,256,2,oracle_current,cem_population_iterations,32,4,0.21820541700474114,256
Toy2,0,oracle_current,true_current_dynamics,CEM-MPC oracle,1,0.21820541700474114,0.21820541700474114,0.20959826711539947,0.20959826711539947,1.2069766892203637,0.1,1.2131028419674723,1.2047208511181007,1.2069766892203637,0.0021965716788889178,5.926642337407538e-05,0.0,1.2047208511181007,2.3847123242349815,0.004577251879399566,0.0003244161900272892,0.0,2.3798106561655548,256,512,2,oracle_current,cem_population_iterations,32,4,0.20959826711539947,256
Toy2,0,oracle_current,true_current_dynamics,CEM-MPC oracle,2,0.20959826711539947,0.20959826711539947,0.20021135294926695,0.20021135294926695,1.241885963257474,0.1,1.2269796599141414,1.2398112426389352,1.241885963257474,0.0020042292924887972,7.049132604987152e-05,0.0,1.2398112426389352,3.626598287492455,0.006581481171888363,0.0003949075160771607,0.0,3.61962189880449,256,768,2,oracle_current,cem_population_iterations,32,4,0.20021135294926695,256
Toy2,0,oracle_current,true_current_dynamics,CEM-MPC oracle,3,0.20021135294926695,0.20021135294926695,0.19384415700398128,0.19384415700398128,1.253246144275408,1.0,1.2276952028767771,1.2513349334678143,1.253246144275408,0.0018787778602292074,3.243294736452988e-05,0.0,1.2513349334678143,4.879844431767863,0.00846025903211757,0.0004273404634416906,0.0,4.870956832272304,256,1024,2,oracle_current,cem_population_iterations,32,4,0.19384415700398128,256
Toy2,0,oracle_current,true_current_dynamics,CEM-MPC oracle,4,0.19384415700398128,0.19384415700398128,0.19339790088179104,0.19339790088179104,1.2543505340028744,1.0,1.227401627796246,1.252480237283979,1.2543505340028744,0.0018701374032741537,1.593156212738136e-07,0.0,1.252480237283979,6.134194965770737,0.010330396435391725,0.0004274997790629644,0.0,6.123437069556283,256,1280,2,oracle_current,cem_population_iterations,32,4,0.19339790088179104,256
Toy2,0,oracle_current,true_current_dynamics,CEM-MPC oracle,5,0.19339790088179104,0.19339790088179104,0.7584672772088027,0.7584672772088027,1.3935049950251637,1.0,1.1147132948162253,1.1092986444452588,1.3935049950251637,0.02876363052982674,0.2554427200500783,0.0,1.1092986444452588,7.527699960795901,0.039094026965218465,0.25587021982914127,0.0,7.232735714001542,256,1536,2,oracle_current,cem_population_iterations,32,4,0.7584672772088027,256
Toy2,1,oracle_current,true_current_dynamics,CEM-MPC oracle,0,0.2,0.2,0.2114152188312309,0.2114152188312309,1.179453695008282,0.1,1.208437817468363,1.177114629493837,1.179453695008282,0.0022348197376728628,0.00010424577677191074,0.0,1.177114629493837,1.179453695008282,0.0022348197376728628,0.00010424577677191074,0.0,1.177114629493837,256,256,2,oracle_current,cem_population_iterations,32,4,0.2114152188312309,256
Toy2,1,oracle_current,true_current_dynamics,CEM-MPC oracle,1,0.2114152188312309,0.2114152188312309,0.19653429159805874,0.19653429159805874,1.2496874259913087,0.1,1.2277009240819028,1.247578986006356,1.2496874259913087,0.0019312863886975394,0.00017715359625517196,0.0,1.247578986006356,2.4291411209995903,0.004166106126370402,0.0002813993730270827,0.0,2.424693615500193,256,512,2,oracle_current,cem_population_iterations,32,4,0.19653429159805874,256
