environment,twin_gap,regime,seed,baseline,regime_config_kind,regime_sigma,regime_rho,regime_change_points,regime_variation_label,b_path_min,b_path_max,b_path_range,b_path_std,b_path_n_unique,b_path_n_changes,b_path_first_change_step,b_path_last_change_step,b_path_values,total_cost,net_reward,state_cost,task_cost,acc_task_reward,energy_cost,acc_energy_cost,switch_cost,nonsmooth_switch_cost,acc_switch_cost,failure_cost,acc_failure_cost,terminal_cost,mean_abs_action,frac_zero_action,action_changes,physical_transitions,observed_transitions,observation_interval,oracle_regret
scalar,no_gap,piecewise,2,oracle_trend,fixed_jumps,0.015,0.995,17;33,piecewise,1.2,2.2,1.0000000000000002,0.4278504411590574,3,2,17,33,2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;2.2;2.2;2.2;2.2;2.2;2.2;2.2;2.2;2.2;2.2;2.2;2.2;2.2;2.2;2.2;2.2;2.2,3.84904020534839,-3.84904020534839,3.5033921845540807,3.5033921845540807,-3.5033921845540807,0.3239999999999999,0.3239999999999999,0.0,0.0,0.0,0.0,0.0,0.021648020794309164,0.10799999999999997,0.82,14,50,50,1,0.0
scalar,no_gap,drifting,0,kh_dual_control,ou,0.05,0.995,100;200,nontrivial_ou_drift,1.7458346084667635,2.2780539067336947,0.5322192982669312,0.12632068350551684,50,49,1,49,2;2.00628651105;1.99964983533;2.03167271868;2.03675936094;2.00979209548;2.02782288775;2.09288377557;2.13977340485;2.10388777603;2.0400972636;2.00873305415;2.01075568785;1.89445037068;1.88403853563;1.82232279559;1.78659781388;1.76045187566;1.74583460847;1.76768696224;1.8209741959;1.81544259178;1.88468855235;1.85200537591;1.87032085253;1.91614275735;1.92126265846;1.8844813827;1.83897270697;1.81689155215;1.82881685056;1.77919185713;1.76983711911;1.76302668301;1.79125382883;1.80303051581;1.82178399869;1.78998364822;1.7845530483;1.82482905656;1.90037646854;1.83792130959;1.91442789178;1.98214952351;2.02130434593;2.03442060571;2.01855236196;2.09136063432;2.18891674698;2.27805390673,12.835077681148352,-12.835077681148352,12.147203085403126,12.147203085403126,-12.147203085403126,0.5759999999999997,0.5759999999999997,0.0,0.0,0.0,0.0,0.0,0.1118745957452252,0.19199999999999995,0.68,27,50,50,1,5.646903290165974
scalar,no_gap,drifting,0,arcari_dual_smpc,ou,0.05,0.995,100;200,nontrivial_ou_drift,1.7458346084667635,2.2780539067336947,0.5322192982669312,0.12632068350551684,50,49,1,49,2;2.00628651105;1.99964983533;2.03167271868;2.03675936094;2.00979209548;2.02782288775;2.09288377557;2.13977340485;2.10388777603;2.0400972636;2.00873305415;2.01075568785;1.89445037068;1.88403853563;1.82232279559;1.78659781388;1.76045187566;1.74583460847;1.76768696224;1.8209741959;1.81544259178;1.88468855235;1.85200537591;1.87032085253;1.91614275735;1.92126265846;1.8844813827;1.83897270697;1.81689155215;1.82881685056;1.77919185713;1.76983711911;1.76302668301;1.79125382883;1.80303051581;1.82178399869;1.78998364822;1.7845530483;1.82482905656;1.90037646854;1.83792130959;1.91442789178;1.98214952351;2.02130434593;2.03442060571;2.01855236196;2.09136063432;2.18891674698;2.27805390673,16.048501451175905,-16.048501451175905,15.673811372890547,15.673811372890547,-15.673811372890547,0.35999999999999993,0.35999999999999993,0.0,0.0,0.0,0.0,0.0,0.0146900782853533,0.11999999999999997,0.8,17,50,50,1,8.860327060193526
scalar,no_gap,drifting,0,tv_gp_lcb,ou,0.05,0.995,100;200,nontrivial_ou_drift,1.7458346084667635,2.2780539067336947,0.5322192982669312,0.12632068350551684,50,49,1,49,2;2.00628651105;1.99964983533;2.03167271868;2.03675936094;2.00979209548;2.02782288775;2.09288377557;2.13977340485;2.10388777603;2.0400972636;2.00873305415;2.01075568785;1.89445037068;1.88403853563;1.82232279559;1.78659781388;1.76045187566;1.74583460847;1.76768696224;1.8209741959;1.81544259178;1.88468855235;1.85200537591;1.87032085253;1.91614275735;1.92126265846;1.8844813827;1.83897270697;1.81689155215;1.82881685056;1.77919185713;1.76983711911;1.76302668301;1.79125382883;1.80303051581;1.82178399869;1.78998364822;1.7845530483;1.82482905656;1.90037646854;1.83792130959;1.91442789178;1.98214952351;2.02130434593;2.03442060571;2.01855236196;2.09136063432;2.18891674698;2.27805390673,8136.641192143565,-8136.641192143565,8039.92056471744,8039.92056471744,-8039.92056471744,28.332000000000004,28.332000000000004,0.0,0.0,0.0,0.0,0.0,68.38862742612295,2.124,0.06,41,50,50,1,8129.453017752582
scalar,no_gap,drifting,0,oracle_trend,ou,0.05,0.995,100;200,nontrivial_ou_drift,1.7458346084667635,2.2780539067336947,0.5322192982669312,0.12632068350551684,50,49,1,49,2;2.00628651105;1.99964983533;2.03167271868;2.03675936094;2.00979209548;2.02782288775;2.09288377557;2.13977340485;2.10388777603;2.0400972636;2.00873305415;2.01075568785;1.89445037068;1.88403853563;1.82232279559;1.78659781388;1.76045187566;1.74583460847;1.76768696224;1.8209741959;1.81544259178;1.88468855235;1.85200537591;1.87032085253;1.91614275735;1.92126265846;1.8844813827;1.83897270697;1.81689155215;1.82881685056;1.77919185713;1.76983711911;1.76302668301;1.79125382883;1.80303051581;1.82178399869;1.78998364822;1.7845530483;1.82482905656;1.90037646854;1.83792130959;1.91442789178;1.98214952351;2.02130434593;2.03442060571;2.01855236196;2.09136063432;2.18891674698;2.27805390673,7.188174390982378,-7.188174390982378,6.439873053669098,6.439873053669098,-6.439873053669098,0.5759999999999997,0.5759999999999997,0.0,0.0,0.0,0.0,0.0,0.17230133731327768,0.19199999999999995,0.68,27,50,50,1,0.0
scalar,no_gap,drifting,1,kh_dual_control,ou,0.05,0.995,100;200,nontrivial_ou_drift,1.8333632704581484,2.137547679221844,0.3041844087636958,0.08928570174974851,50,49,1,49,2;2.0172792096;2.05827372073;2.07450420594;2.00897382333;2.05419674754;2.07624449242;2.04901560819;2.07782643536;2.09566592299;2.10989421821;2.11076585919;2.13754767922;2.10003723648;2.09139155289;2.0668286295;2.09643679698;2.09794071837;2.08282817723;2.04331861322;2.03024240813;2.03049830511;2.01656566832;2.0811860307;2.13111631631;1.99490261078;1.90047743543;1.89223644365;1.87166574085;1.88298956202;1.89444071076;2.00086044496;1.9452551046;1.92664857872;2.02915391621;2.06134329643;2.09418974857;2.06801848124;1.9852746303;1.99372149435;1.99920359127;1.93783997061;1.90398943766;1.90086730649;1.8541253888;1.84994126347;1.85546570852;1.85796769183;1.83336327046;1.8638838577,9.554974247727044,-9.554974247727044,9.031941875155626,9.031941875155626,-9.031941875155626,0.21599999999999991,0.21599999999999991,0.0,0.0,0.0,0.0,0.0,0.30703237257141774,0.07199999999999998,0.88,11,50,50,1,3.1813835780795197
scalar,no_gap,drifting,1,arcari_dual_smpc,ou,0.05,0.995,100;200,nontrivial_ou_drift,1.8333632704581484,2.137547679221844,0.3041844087636958,0.08928570174974851,50,49,1,49,2;2.0172792096;2.05827372073;2.07450420594;2.00897382333;2.05419674754;2.07624449242;2.04901560819;2.07782643536;2.09566592299;2.10989421821;2.11076585919;2.13754767922;2.10003723648;2.09139155289;2.0668286295;2.09643679698;2.09794071837;2.08282817723;2.04331861322;2.03024240813;2.03049830511;2.01656566832;2.0811860307;2.13111631631;1.99490261078;1.90047743543;1.89223644365;1.87166574085;1.88298956202;1.89444071076;2.00086044496;1.9452551046;1.92664857872;2.02915391621;2.06134329643;2.09418974857;2.06801848124;1.9852746303;1.99372149435;1.99920359127;1.93783997061;1.90398943766;1.90086730649;1.8541253888;1.84994126347;1.85546570852;1.85796769183;1.83336327046;1.8638838577,11.638797875718115,-11.638797875718115,11.156977085261271,11.156977085261271,-11.156977085261271,0.14399999999999996,0.14399999999999996,0.0,0.0,0.0,0.0,0.0,0.33782079045684266,0.04799999999999999,0.92,8,50,50,1,5.265207206070591
scalar,no_gap,drifting,1,tv_gp_lcb,ou,0.05,0.995,100;200,nontrivial_ou_drift,1.8333632704581484,2.137547679221844,0.3041844087636958,0.08928570174974851,50,49,1,49,2;2.0172792096;2.05827372073;2.07450420594;2.00897382333;2.05419674754;2.07624449242;2.04901560819;2.07782643536;2.09566592299;2.10989421821;2.11076585919;2.13754767922;2.10003723648;2.09139155289;2.0668286295;2.09643679698;2.09794071837;2.08282817723;2.04331861322;2.03024240813;2.03049830511;2.01656566832;2.0811860307;2.13111631631;1.99490261078;1.90047743543;1.89223644365;1.87166574085;1.88298956202;1.89444071076;2.00086044496;1.9452551046;1.92664857872;2.02915391621;2.06134329643;2.09418974857;2.06801848124;1.9852746303;1.99372149435;1.99920359127;1.93783997061;1.90398943766;1.90086730649;1.8541253888;1.84994126347;1.85546570852;1.85796769183;1.83336327046;1.8638838577,13275.288573313113,-13275.288573313113,13247.20809113818,13247.20809113818,-13247.20809113818,28.080000000000005,28.080000000000005,0.0,0.0,0.0,0.0,0.0,0.0004821749395507172,2.112,0.06,41,50,50,1,13268.914982643466
scalar,no_gap,drifting,1,oracle_trend,ou,0.05,0.995,100;200,nontrivial_ou_drift,1.8333632704581484,2.137547679221844,0.3041844087636958,0.08928570174974851,50,49,1,49,2;2.0172792096;2.05827372073;2.07450420594;2.00897382333;2.05419674754;2.07624449242;2.04901560819;2.07782643536;2.09566592299;2.10989421821;2.11076585919;2.13754767922;2.10003723648;2.09139155289;2.0668286295;2.09643679698;2.09794071837;2.08282817723;2.04331861322;2.03024240813;2.03049830511;2.01656566832;2.0811860307;2.13111631631;1.99490261078;1.90047743543;1.89223644365;1.87166574085;1.88298956202;1.89444071076;2.00086044496;1.9452551046;1.92664857872;2.02915391621;2.06134329643;2.09418974857;2.06801848124;1.9852746303;1.99372149435;1.99920359127;1.93783997061;1.90398943766;1.90086730649;1.8541253888;1.84994126347;1.85546570852;1.85796769183;1.83336327046;1.8638838577,6.373590669647524,-6.373590669647524,5.76788765452205,5.76788765452205,-5.76788765452205,0.2879999999999999,0.2879999999999999,0.0,0.0,0.0,0.0,0.0,0.31770301512547444,0.09599999999999997,0.84,14,50,50,1,0.0
scalar,no_gap,drifting,2,kh_dual_control,ou,0.05,0.995,100;200,nontrivial_ou_drift,1.840811605117341,2.131209145410911,0.2903975402935699,0.05036284981048729,50,49,1,49,2;2.00945266909;1.98326798367;1.96269846658;1.84081160512;1.93159291623;1.98914324525;1.97292638718;2.01175208458;2.02575385765;1.99793394654;2.04682264936;2.03106070878;2.01446421003;1.97478455122;1.99765853202;1.99271033678;2.02001122079;1.98955187969;1.99594551265;1.95135208292;1.99366857112;2.00310198261;2.01961502311;2.04004214364;1.98930405791;2.02851658743;2.13120914541;2.04863097452;1.96191724629;1.88686608937;1.92950470359;1.93629296295;1.99052862017;2.02669752069;2.0370926237;2.05110906784;2.04236549762;2.08557668069;2.0286629992;2.00742674289;2.01953655183;2.109509912;2.07073915665;2.01643243791;1.9881859158;2.03670859628;2.02477477795;2.09086825502;1.99678743787,15.48332716657057,-15.48332716657057,15.00326402867719,15.00326402867719,-15.00326402867719,0.46799999999999986,0.46799999999999986,0.0,0.0,0.0,0.0,0.0,0.01206313789337967,0.15599999999999997,0.74,23,50,50,1,6.725173214993095
