environment,twin_gap,regime,seed,baseline,total_cost,state_cost,energy_cost,switch_cost,nonsmooth_switch_cost,terminal_cost,physical_transitions,observed_transitions,observation_interval,oracle_regret
scalar,no_gap,static,0,kh_dual_control,23.238945321250835,23.215682320319065,0.0,0.0,0.0,0.023263000931763582,30,30,1,16.742444137085705
scalar,no_gap,static,0,arcari_dual_smpc,23.238945321250835,23.215682320319065,0.0,0.0,0.0,0.023263000931763582,30,30,1,16.742444137085705
scalar,no_gap,static,0,tv_gp_lcb,3482.7670637149567,2947.0865547471853,17.943749999999998,0.0,4.6000000000000005,513.136758967771,30,30,1,3476.2705625307917
scalar,no_gap,static,0,oracle_trend,6.4965011841651314,5.560738183233369,0.11250000000000002,0.0,0.8,0.023263000931763547,30,30,1,0.0
scalar,no_gap,static,1,kh_dual_control,56.65809465844665,56.51904884410469,0.0,0.0,0.0,0.13904581434195915,30,30,1,51.72928825962496
scalar,no_gap,static,1,arcari_dual_smpc,56.65809465844665,56.51904884410469,0.0,0.0,0.0,0.13904581434195915,30,30,1,51.72928825962496
scalar,no_gap,static,1,tv_gp_lcb,2074.689805054154,1767.276689584541,17.71875,0.0,5.000000000000001,284.69436546961265,30,30,1,2069.7609986553325
scalar,no_gap,static,1,oracle_trend,4.92880639882169,3.87726058447973,0.11250000000000002,0.0,0.8,0.13904581434195923,30,30,1,0.0
scalar,no_gap,piecewise,0,kh_dual_control,23.238945321250835,23.215682320319065,0.0,0.0,0.0,0.023263000931763582,30,30,1,15.199129261926599
scalar,no_gap,piecewise,0,arcari_dual_smpc,23.238945321250835,23.215682320319065,0.0,0.0,0.0,0.023263000931763582,30,30,1,15.199129261926599
scalar,no_gap,piecewise,0,tv_gp_lcb,1305.2557657399348,1163.67927467492,16.81875,0.0,4.800000000000001,119.95774106501464,30,30,1,1297.2159496806105
scalar,no_gap,piecewise,0,oracle_trend,8.039816059324236,6.649316337950332,0.16875,0.0,1.2000000000000002,0.02174972137390435,30,30,1,0.0
scalar,no_gap,piecewise,1,kh_dual_control,56.65809465844665,56.51904884410469,0.0,0.0,0.0,0.13904581434195915,30,30,1,51.25415640570927
scalar,no_gap,piecewise,1,arcari_dual_smpc,56.65809465844665,56.51904884410469,0.0,0.0,0.0,0.13904581434195915,30,30,1,51.25415640570927
scalar,no_gap,piecewise,1,tv_gp_lcb,1787.6449299987976,1763.6620496076612,18.112499999999994,0.0,4.600000000000001,1.2703803911355191,30,30,1,1782.2409917460602
scalar,no_gap,piecewise,1,oracle_trend,5.403938252737386,4.218025896074783,0.11250000000000002,0.0,0.8,0.2734123566626028,30,30,1,0.0
scalar,no_gap,drifting,0,kh_dual_control,26.894818515348042,25.701641281309023,0.16875,0.0,0.8,0.22442723403901788,30,30,1,13.285784502533584
scalar,no_gap,drifting,0,arcari_dual_smpc,26.894818515348042,25.701641281309023,0.16875,0.0,0.8,0.22442723403901788,30,30,1,13.285784502533584
scalar,no_gap,drifting,0,tv_gp_lcb,6405.932434771099,5797.552987407093,19.518749999999994,0.0,4.800000000000001,584.0606973640057,30,30,1,6392.323400758284
scalar,no_gap,drifting,0,oracle_trend,13.609034012814458,11.279306157790762,0.28125,0.0,1.8,0.24847785502369923,30,30,1,0.0
scalar,no_gap,drifting,1,kh_dual_control,25.295306012535093,23.404719209561126,0.28125,0.0,1.2000000000000002,0.4093368029739606,30,30,1,15.713779828893802
scalar,no_gap,drifting,1,arcari_dual_smpc,28.47729960951806,27.607481739095675,0.05625000000000001,0.0,0.4,0.413567870422386,30,30,1,18.89577342587677
scalar,no_gap,drifting,1,tv_gp_lcb,8660.275035113562,7373.075454988743,17.38125,0.0,5.200000000000001,1264.6183301248186,30,30,1,8650.69350892992
scalar,no_gap,drifting,1,oracle_trend,9.58152618364129,8.016981982658253,0.16875,0.0,1.0,0.39579420098303486,30,30,1,0.0
scalar,gap,static,0,kh_dual_control,23.238945321250835,23.215682320319065,0.0,0.0,0.0,0.023263000931763582,30,30,1,17.1784252452976
scalar,gap,static,0,arcari_dual_smpc,23.238945321250835,23.215682320319065,0.0,0.0,0.0,0.023263000931763582,30,30,1,17.1784252452976
scalar,gap,static,0,tv_gp_lcb,6896.373570334518,6846.848843583376,18.73125,0.0,5.000000000000001,25.793476751141444,30,30,1,6890.313050258565
scalar,gap,static,0,oracle_trend,6.060520075953235,5.146418304855669,0.11250000000000002,0.0,0.8,0.0016017710975663672,30,30,1,0.0
scalar,gap,static,1,kh_dual_control,56.65809465844665,56.51904884410469,0.0,0.0,0.0,0.13904581434195915,30,30,1,51.52723168445225
scalar,gap,static,1,arcari_dual_smpc,56.65809465844665,56.51904884410469,0.0,0.0,0.0,0.13904581434195915,30,30,1,51.52723168445225
scalar,gap,static,1,tv_gp_lcb,19183.05698336053,18068.85759170587,17.662500000000005,0.0,5.200000000000001,1091.3368916546635,30,30,1,19177.926120386535
scalar,gap,static,1,oracle_trend,5.130862973994398,3.982761002911956,0.11250000000000002,0.0,0.8,0.23560197108244205,30,30,1,0.0
scalar,gap,piecewise,0,kh_dual_control,23.238945321250835,23.215682320319065,0.0,0.0,0.0,0.023263000931763582,30,30,1,11.961530835243702
scalar,gap,piecewise,0,arcari_dual_smpc,23.238945321250835,23.215682320319065,0.0,0.0,0.0,0.023263000931763582,30,30,1,11.961530835243702
scalar,gap,piecewise,0,tv_gp_lcb,15606.137524609749,14249.459126392296,18.95625,0.0,5.200000000000001,1332.5221482174538,30,30,1,15594.860110123742
scalar,gap,piecewise,0,oracle_trend,11.277414486007133,8.812356901718726,0.28125000000000006,0.0,2.0,0.1838075842884115,30,30,1,0.0
scalar,gap,piecewise,1,kh_dual_control,56.65809465844665,56.51904884410469,0.0,0.0,0.0,0.13904581434195915,30,30,1,50.91709983053656
scalar,gap,piecewise,1,arcari_dual_smpc,56.65809465844665,56.51904884410469,0.0,0.0,0.0,0.13904581434195915,30,30,1,50.91709983053656
scalar,gap,piecewise,1,tv_gp_lcb,13282.826855918354,13258.0764841477,18.731249999999996,0.0,4.800000000000001,1.219121770655056,30,30,1,13277.085861090443
scalar,gap,piecewise,1,oracle_trend,5.740994827910095,4.424776314507009,0.11250000000000002,0.0,0.8,0.4037185134030858,30,30,1,0.0
scalar,gap,drifting,0,kh_dual_control,26.3990299784445,25.337262593545926,0.16875,0.0,0.8,0.09301738489857586,30,30,1,16.076483090328352
scalar,gap,drifting,0,arcari_dual_smpc,26.3990299784445,25.337262593545926,0.16875,0.0,0.8,0.09301738489857586,30,30,1,16.076483090328352
scalar,gap,drifting,0,tv_gp_lcb,7922.4705028818535,6744.702895178862,17.60625,0.0,4.800000000000001,1155.3613577029942,30,30,1,7912.147955993737
scalar,gap,drifting,0,oracle_trend,10.322546888116145,8.834796114877937,0.16875,0.0,1.2000000000000002,0.11900077323820714,30,30,1,0.0
scalar,gap,drifting,1,kh_dual_control,23.652242159444683,22.462617909326337,0.16875,0.0,0.8,0.22087425011834813,30,30,1,14.71204883040945
scalar,gap,drifting,1,arcari_dual_smpc,27.652026460169708,26.85139242535109,0.05625000000000001,0.0,0.4,0.34438403481861685,30,30,1,18.711833131134476
scalar,gap,drifting,1,tv_gp_lcb,12271.906799295146,10706.070593366747,18.956249999999997,0.0,5.000000000000001,1541.8799559283989,30,30,1,12262.96660596611
scalar,gap,drifting,1,oracle_trend,8.940193329035232,7.366399554770386,0.16875,0.0,1.2,0.20504377426484463,30,30,1,0.0
