environment,twin_gap,regime,baseline,mean_total_cost,stderr_total_cost,mean_oracle_regret,n
scalar,gap,drifting,arcari_dual_smpc,27.025528219307105,0.6264982408626043,17.394158110731414,2
scalar,gap,drifting,kh_dual_control,25.025636068944593,1.3733939094999084,15.394265960368902,2
scalar,gap,drifting,oracle_trend,9.631370108575688,0.6911767795404565,0.0,2
scalar,gap,drifting,tv_gp_lcb,10097.1886510885,2174.7181482066458,10087.557280979923,2
scalar,gap,piecewise,arcari_dual_smpc,39.94851998984874,16.709574668597906,31.43931533289013,2
scalar,gap,piecewise,kh_dual_control,39.94851998984874,16.709574668597906,31.43931533289013,2
scalar,gap,piecewise,oracle_trend,8.509204656958614,2.768209829048519,0.0,2
scalar,gap,piecewise,tv_gp_lcb,14444.48219026405,1161.6553343456972,14435.972985607092,2
scalar,gap,static,arcari_dual_smpc,39.94851998984874,16.709574668597906,34.352828464874925,2
scalar,gap,static,kh_dual_control,39.94851998984874,16.709574668597906,34.352828464874925,2
scalar,gap,static,oracle_trend,5.595691524973816,0.4648285509794187,0.0,2
scalar,gap,static,tv_gp_lcb,13039.715276847524,6143.341706513006,13034.11958532255,2
scalar,no_gap,drifting,arcari_dual_smpc,27.686059062433053,0.7912405470850085,16.090778964205178,2
scalar,no_gap,drifting,kh_dual_control,26.095062263941568,0.7997562514064747,14.499782165713693,2
scalar,no_gap,drifting,oracle_trend,11.595280098227875,2.0137539145865833,0.0,2
scalar,no_gap,drifting,tv_gp_lcb,7533.10373494233,1127.1713001712315,7521.508454844103,2
scalar,no_gap,piecewise,arcari_dual_smpc,39.94851998984874,16.709574668597906,33.226642833817934,2
scalar,no_gap,piecewise,kh_dual_control,39.94851998984874,16.709574668597906,33.226642833817934,2
scalar,no_gap,piecewise,oracle_trend,6.721877156030811,1.317938903293425,0.0,2
scalar,no_gap,piecewise,tv_gp_lcb,1546.4503478693662,241.19458212943138,1539.7284707133354,2
scalar,no_gap,static,arcari_dual_smpc,39.94851998984874,16.709574668597906,34.23586619835533,2
scalar,no_gap,static,kh_dual_control,39.94851998984874,16.709574668597906,34.23586619835533,2
scalar,no_gap,static,oracle_trend,5.712653791493411,0.7838473926717207,0.0,2
scalar,no_gap,static,tv_gp_lcb,2778.7284343845554,704.0386293304012,2773.015780593062,2
