environment,seed,baseline,calibration,planner,t,state,previous_action,action,next_state,calibration_output,true_theta,predicted_reward,realized_reward,task_reward,energy_cost,switching_cost,failure_cost,net_reward,cumulative_task_reward,cumulative_energy_cost,cumulative_switching_cost,cumulative_failure_cost,cumulative_net_reward,planner_queries_step,planner_queries_total,cold_start_transitions,time,theta_mean,theta_var,ess,num_particles,weights_sum,expert_masses,expert_start_times,expert_mass_sum,anchor_start_time,restart_event,recent_change_probability,num_experts,inner_weight_sums,oracle_kind
Toy1,4,ps_bbrpc,BOCPD-BRPC,PS,6,0.8422589786634628,0.00038529952126758907,-0.037783066708313155,0.8879041718154874,0.8879041718154874,0.9590909090909091,nan,-0.008874461986646601,-0.00851171914402528,7.13780064942421e-05,0.00029136483612707996,0.0,-0.008874461986646601,-2.648680382327307,0.01623141423116901,0.11444525423633727,0.0,-2.7793570507948133,256,1792,4,,,,,,,"[0.5653992699477821, 0.18183947826502184, 0.15503924573074424, 0.09772200605645172]","[0, 4, 2, 6]",1.0,0.0,0.0,0.09772200605645172,4.0,"[1.0, 1.0, 1.0000000000000002, 1.0]",
Toy1,4,ps_bbrpc,BOCPD-BRPC,PS,7,0.8879041718154874,-0.037783066708313155,-0.1513398889153301,0.7705569316019295,0.7705569316019295,0.9772727272727273,nan,-0.022741779076911908,-0.019017560604115476,0.0011451880988452227,0.002579030373951211,0.0,-0.022741779076911908,-2.6676979429314223,0.017376602330014233,0.11702428461028848,0.0,-2.802098829871725,256,2048,4,,,,,,,"[0.6109043932053154, 0.1728018601008849, 0.16086395053395783, 0.05542979615984188]","[0, 4, 2, 7]",1.0,0.0,0.0,0.05542979615984188,4.0,"[0.9999999999999999, 1.0000000000000002, 0.9999999999999999, 1.0]",
Toy1,4,ps_bbrpc,BOCPD-BRPC,PS,8,0.7705569316019295,-0.1513398889153301,-0.027800025109454923,0.7479843490304184,0.7479843490304184,0.9954545454545455,nan,-0.0035136490965255616,-0.00042258743688640806,3.864206980431622e-05,0.0030524195898348374,0.0,-0.0035136490965255616,-2.668120530368309,0.01741524439981855,0.12007670420012331,0.0,-2.805612478968251,256,2304,4,,,,,,,"[0.6673674520890998, 0.15718751704700581, 0.1270696822432864, 0.04837534862060803]","[0, 2, 4, 8]",1.0,0.0,0.0,0.04837534862060803,4.0,"[1.0, 1.0, 1.0, 1.0]",
Toy1,4,ps_bbrpc,BOCPD-BRPC,PS,9,0.7479843490304184,-0.027800025109454923,-0.003439019273046344,0.8470267067406613,0.8470267067406613,1.0136363636363637,nan,-0.0001233459125815009,-4.062848831175089e-06,5.913426780192103e-07,0.00011869172107230658,0.0,-0.0001233459125815009,-2.66812459321714,0.01741583574249657,0.12019539592119562,0.0,-2.8057358248808324,256,2560,4,,,,,,,"[0.5284523389545567, 0.18351147348653302, 0.16559453940614238, 0.12244164815276799]","[0, 4, 2, 9]",1.0,0.0,0.0,0.12244164815276799,4.0,"[1.0, 1.0, 1.0, 0.9999999999999998]",
Toy1,4,ps_bbrpc,BOCPD-BRPC,PS,10,0.8470267067406613,-0.003439019273046344,-0.13358060199502542,0.8096311035214182,0.8096311035214182,1.0318181818181817,nan,-0.013693736993082297,-0.009414181820938283,0.0008921888614676695,0.0033873663106763438,0.0,-0.013693736993082297,-2.6775387750380784,0.01830802460396424,0.12358276223187196,0.0,-2.819429561873915,256,2816,4,,,,,,,"[0.4837539231274404, 0.2479834729691916, 0.18970063924850253, 0.0785619646548653]","[0, 4, 2, 10]",0.9999999999999999,0.0,0.0,0.0785619646548653,4.0,"[1.0, 0.9999999999999999, 1.0000000000000002, 0.9999999999999998]",
Toy1,4,ps_bbrpc,BOCPD-BRPC,PS,11,0.8096311035214182,-0.13358060199502542,-0.0933432910369845,0.8355363023377491,0.8355363023377491,1.05,nan,-0.00431532524488967,-0.0035558685071820947,0.0004356484990807595,0.0003238082386268161,0.0,-0.00431532524488967,-2.6810946435452605,0.018743673103045,0.12390657047049879,0.0,-2.8237448871188047,256,3072,4,,,,,,,"[0.4210506383595593, 0.2911344138162815, 0.20722719677564463, 0.08058775104851469]","[0, 4, 2, 11]",1.0000000000000002,0.0,0.0,0.08058775104851469,4.0,"[1.0000000000000002, 1.0000000000000002, 0.9999999999999998, 1.0]",
Toy1,4,oracle_current,true_current_dynamics,CEM-MPC oracle,0,0.0,0.0,0.5193970152444395,0.5830538015695647,0.5830538015695647,0.85,-0.11695392015962888,-0.06744331486120814,-0.0,0.013488662972241626,0.053954651888966504,0.0,-0.06744331486120814,0.0,0.013488662972241626,0.053954651888966504,0.0,-0.06744331486120814,256,256,4,,,,,,,,,,,,,,,oracle_current
Toy1,4,oracle_current,true_current_dynamics,CEM-MPC oracle,1,0.5830538015695647,0.5193970152444395,0.18908573935385786,0.7333476135332013,0.7333476135332013,0.8681818181818182,-0.023757537633132684,-0.36356051416216384,-0.3399517355247213,0.0017876708413497536,0.021821107796092788,0.0,-0.36356051416216384,-0.3399517355247213,0.01527633381359138,0.07577575968505929,0.0,-0.431003829023372,256,512,4,,,,,,,,,,,,,,,oracle_current
Toy1,4,oracle_current,true_current_dynamics,CEM-MPC oracle,2,0.7333476135332013,0.18908573935385786,0.04731382366501573,0.8206645536432717,0.8206645536432717,0.8863636363636364,-0.004504632306897814,-0.5419305073859487,-0.5377987222748416,0.00011192989549021012,0.004019855215616832,0.0,-0.5419305073859487,-0.877750457799563,0.01538826370908159,0.07979561490067612,0.0,-0.9729343364093207,256,768,4,,,,,,,,,,,,,,,oracle_current
Toy1,4,oracle_current,true_current_dynamics,CEM-MPC oracle,3,0.8206645536432717,0.04731382366501573,-0.03055796425169218,0.7335806875686772,0.7335806875686772,0.9045454545454545,-0.002552259229779539,-0.6747498021361398,-0.6734903096065105,4.668945896038487e-05,0.001212803070668947,0.0,-0.6747498021361398,-1.5512407674060733,0.015434953168041974,0.08100841797134506,0.0,-1.6476841385454604,256,1024,4,,,,,,,,,,,,,,,oracle_current
Toy1,4,oracle_current,true_current_dynamics,CEM-MPC oracle,4,0.7335806875686772,-0.03055796425169218,-0.01159978364372832,0.7618632689971676,0.7618632689971676,0.9227272727272727,-0.00024209583681356295,-0.5382192354451552,-0.5381406251737332,6.727749029065353e-06,7.188252239283541e-05,0.0,-0.5382192354451552,-2.0893813925798064,0.01544168091707104,0.08108030049373789,0.0,-2.1859033739906155,256,1280,4,,,,,,,,,,,,,,,oracle_current
Toy1,4,oracle_current,true_current_dynamics,CEM-MPC oracle,5,0.7618632689971676,-0.01159978364372832,-0.08635951813155587,0.7321375498013661,0.7321375498013661,0.9409090909090909,-0.003698911497092355,-0.5819263425457845,-0.5804356406470506,0.0003728983185957264,0.0011178035801380944,0.0,-0.5819263425457845,-2.669817033226857,0.015814579235666766,0.08219810407387598,0.0,-2.7678297165364,256,1536,4,,,,,,,,,,,,,,,oracle_current
Toy1,4,oracle_current,true_current_dynamics,CEM-MPC oracle,6,0.7321375498013661,-0.08635951813155587,-0.028723658380840685,0.7885679419253179,0.7885679419253179,0.9590909090909091,-0.0007275666592904377,-0.001024698020478459,-0.0003190671270986749,4.125242753896197e-05,0.0006643784658408223,0.0,-0.001024698020478459,-2.6701361003539557,0.015855831663205727,0.0828624825397168,0.0,-2.7688544145568783,256,1792,4,,,,,,,,,,,,,,,oracle_current
Toy1,4,oracle_current,true_current_dynamics,CEM-MPC oracle,7,0.7885679419253179,-0.028723658380840685,-0.07684499985964661,0.7463960605856552,0.7463960605856552,0.9772727272727273,-0.0010499823168918056,-0.0022458765456701162,-0.0014874861443546921,0.0002952577001714544,0.0004631327011439697,0.0,-0.0022458765456701162,-2.67162358649831,0.016151089363377183,0.08332561524086077,0.0,-2.7711002911025484,256,2048,4,,,,,,,,,,,,,,,oracle_current
Toy1,4,oracle_current,true_current_dynamics,CEM-MPC oracle,8,0.7463960605856552,-0.07684499985964661,-0.05828262732450738,0.6926943662448563,0.6926943662448563,0.9954545454545455,-0.00028672220164394026,-0.0002517439465212968,-1.2988379302267804e-05,0.00016984323239237073,6.891233482665827e-05,0.0,-0.0002517439465212968,-2.6716365748776125,0.016320932595769555,0.08339452757568742,0.0,-2.7713520350490697,256,2304,4,,,,,,,,,,,,,,,oracle_current
Toy1,4,oracle_current,true_current_dynamics,CEM-MPC oracle,9,0.6926943662448563,-0.05828262732450738,-0.02842617917828438,0.7641905326929287,0.7641905326929287,1.0136363636363637,-0.0002516090310758361,-0.0035026195423940878,-0.0032839356600786705,4.040238313379642e-05,0.0001782814991816206,0.0,-0.0035026195423940878,-2.674920510537691,0.016361334978903352,0.08357280907486904,0.0,-2.7748546545914636,256,2560,4,,,,,,,,,,,,,,,oracle_current
Toy1,4,oracle_current,true_current_dynamics,CEM-MPC oracle,10,0.7641905326929287,-0.02842617917828438,-0.09852535003487854,0.7574974291589835,0.7574974291589835,1.0318181818181817,-0.0016244132309129419,-0.001669512199040241,-0.00020137121810907805,0.0004853622299747671,0.000982778750956396,0.0,-0.001669512199040241,-2.6751218817558002,0.01684669720887812,0.08455558782582544,0.0,-2.776524166790504,256,2816,4,,,,,,,,,,,,,,,oracle_current
Toy1,4,oracle_current,true_current_dynamics,CEM-MPC oracle,11,0.7574974291589835,-0.09852535003487854,-0.1175855873427916,0.7550645921354133,0.7550645921354133,1.05,-0.0007639770523656592,-0.0008201884907782326,-5.621144399397676e-05,0.0006913185175374636,7.26585292467922e-05,0.0,-0.0008201884907782326,-2.6751780931997944,0.017538015726415584,0.08462824635507223,0.0,-2.777344355281282,256,3072,4,,,,,,,,,,,,,,,oracle_current
Toy1,4,oracle_future,future_regime_path_appendix_ceiling,CEM-MPC oracle,0,0.0,0.0,0.05867320810774487,0.11434007301001475,0.11434007301001475,0.85,-0.47865058476150657,-0.0008606363374136847,-0.0,0.00017212726748273694,0.0006885090699309478,0.0,-0.0008606363374136847,0.0,0.00017212726748273694,0.0006885090699309478,0.0,-0.0008606363374136847,256,256,4,,,,,,,,,,,,,,,oracle_future_appendix_ceiling
Toy1,4,oracle_future,future_regime_path_appendix_ceiling,CEM-MPC oracle,1,0.11434007301001475,0.05867320810774487,-0.11687328801625346,-0.028882118264076686,-0.028882118264076686,0.8681818181818182,-0.5693958619721035,-0.019919935028804604,-0.013073652295935505,0.0006829682725865068,0.006163314460282593,0.0,-0.019919935028804604,-0.013073652295935505,0.0008550955400692437,0.0068518235302135405,0.0,-0.02078057136621829,256,512,4,,,,,,,,,,,,,,,oracle_future_appendix_ceiling
Toy1,4,oracle_future,future_regime_path_appendix_ceiling,CEM-MPC oracle,2,-0.028882118264076686,-0.11687328801625346,0.022014319426129202,0.043168095069759445,0.043168095069759445,0.8863636363636364,-0.5787300258928055,-0.004716361768623772,-0.000834176755420112,2.4231512989782478e-05,0.0038579535002138776,0.0,-0.004716361768623772,-0.013907829051355618,0.0008793270530590262,0.010709777030427418,0.0,-0.02549693313484206,256,768,4,,,,,,,,,,,,,,,oracle_future_appendix_ceiling
Toy1,4,oracle_future,future_regime_path_appendix_ceiling,CEM-MPC oracle,3,0.043168095069759445,0.022014319426129202,-0.06502395966433536,-0.07158789135699231,-0.07158789135699231,0.9045454545454545,-0.5934159681564958,-0.0035900226038791654,-0.0018634844319517898,0.0002114057665214556,0.0015151324054059202,0.0,-0.0035900226038791654,-0.015771313483307407,0.0010907328195804817,0.012224909435833337,0.0,-0.029086955738721228,256,1024,4,,,,,,,,,,,,,,,oracle_future_appendix_ceiling
Toy1,4,oracle_future,future_regime_path_appendix_ceiling,CEM-MPC oracle,4,-0.07158789135699231,-0.06502395966433536,0.018111336447993814,-0.034661938617890624,-0.034661938617890624,0.9227272727272727,-0.6563835658772597,-0.0065235227062740864,-0.005124826188940534,1.6401025396621463e-05,0.0013822954919369308,0.0,-0.0065235227062740864,-0.02089613967224794,0.0011071338449771032,0.013607204927770268,0.0,-0.03561047844499531,256,1280,4,,,,,,,,,,,,,,,oracle_future_appendix_ceiling
Toy1,4,oracle_future,future_regime_path_appendix_ceiling,CEM-MPC oracle,5,-0.034661938617890624,0.018111336447993814,0.16049961538017002,0.15225078349750307,0.15225078349750307,0.9409090909090909,-0.39831936522675077,-0.0065443407110629855,-0.0012014499887504173,0.0012880063268591257,0.0040548843954534425,0.0,-0.0065443407110629855,-0.022097589660998358,0.002395140171836229,0.01766208932322371,0.0,-0.0421548191560583,256,1536,4,,,,,,,,,,,,,,,oracle_future_appendix_ceiling
Toy1,4,oracle_future,future_regime_path_appendix_ceiling,CEM-MPC oracle,6,0.15225078349750307,0.16049961538017002,0.4219132651853703,0.6401615761339257,0.6401615761339257,0.9590909090909091,-0.04600448584078738,-0.3798720852572131,-0.3573041258293489,0.00890054016696903,0.013667419260895184,0.0,-0.3798720852572131,-0.37940171549034724,0.01129568033880526,0.0313295085841189,0.0,-0.4220269044132714,256,1792,4,,,,,,,,,,,,,,,oracle_future_appendix_ceiling
Toy1,4,oracle_future,future_regime_path_appendix_ceiling,CEM-MPC oracle,7,0.6401615761339257,0.4219132651853703,0.049260486367907697,0.72279141079535,0.72279141079535,0.9772727272727273,-0.027937970938003293,-0.039959827845318895,-0.012064479357383409,0.000121329775860141,0.027774018712075344,0.0,-0.039959827845318895,-0.39146619484773065,0.011417010114665402,0.05910352729619424,0.0,-0.46198673225859027,256,2048,4,,,,,,,,,,,,,,,oracle_future_appendix_ceiling
Toy1,4,oracle_future,future_regime_path_appendix_ceiling,CEM-MPC oracle,8,0.72279141079535,0.049260486367907697,-0.006825369882103109,0.7200330778343051,0.7200330778343051,0.9954545454545455,-0.0018055103400965618,-0.0013717612644681462,-0.0007403073265073949,2.3292837013760106e-06,0.0006291246542593753,0.0,-0.0013717612644681462,-0.392206502174238,0.011419339398366778,0.059732651950453616,0.0,-0.4633584935230584,256,2304,4,,,,,,,,,,,,,,,oracle_future_appendix_ceiling
Toy1,4,oracle_future,future_regime_path_appendix_ceiling,CEM-MPC oracle,9,0.7200330778343051,-0.006825369882103109,-0.06972805486819622,0.7514032559807102,0.7514032559807102,1.0136363636363637,-0.0013776371443686495,-0.0019324660615618555,-0.0008980164240848136,0.00024310008178510915,0.0007913495556919328,0.0,-0.0019324660615618555,-0.39310451859832285,0.011662439480151887,0.06052400150614555,0.0,-0.46529095958462025,256,2560,4,,,,,,,,,,,,,,,oracle_future_appendix_ceiling
Toy1,4,oracle_future,future_regime_path_appendix_ceiling,CEM-MPC oracle,10,0.7514032559807102,-0.06972805486819622,-0.08617021391570104,0.7563674373087189,0.7563674373087189,1.0318181818181817,-0.0005546315311371542,-0.00042730333448997177,-1.969127347399022e-06,0.00037126528831388385,5.4068918828688906e-05,0.0,-0.00042730333448997177,-0.39310648772567025,0.012033704768465771,0.06057807042497424,0.0,-0.4657182629191102,256,2816,4,,,,,,,,,,,,,,,oracle_future_appendix_ceiling
Toy1,4,oracle_future,future_regime_path_appendix_ceiling,CEM-MPC oracle,11,0.7563674373087189,-0.08617021391570104,-0.12864146690593534,0.7427086928165633,0.7427086928165633,1.05,-0.0013409194516660352,-0.0012287370743781056,-4.054425788046558e-05,0.0008274313503855428,0.0003607614661120972,0.0,-0.0012287370743781056,-0.3931470319835507,0.012861136118851315,0.060938831891086336,0.0,-0.4669469999934883,256,3072,4,,,,,,,,,,,,,,,oracle_future_appendix_ceiling
Toy1,5,ce_brpc,BRPC,CE,0,0.0,0.0,0.506698502206528,0.4659881676730567,0.4659881676730567,0.85,nan,-0.06418584303458472,-0.0,0.012837168606916945,0.05134867442766777,0.0,-0.06418584303458472,0.0,0.012837168606916945,0.05134867442766777,0.0,-0.06418584303458472,256,256,4,2.0,0.9772304557016429,0.027266716620545896,28.971597512739542,32.0,1.0,,,,,,,,,
Toy1,5,ce_brpc,BRPC,CE,1,0.4659881676730567,0.506698502206528,0.246863057646027,0.7503945340877789,0.7503945340877789,0.8681818181818182,nan,-0.23369493252280069,-0.21714497241129277,0.0030470684615172827,0.01350289164999064,0.0,-0.23369493252280069,-0.21714497241129277,0.015884237068434226,0.0648515660776584,0.0,-0.2978807755573854,256,512,4,3.0,0.9953891190870139,0.024096574558530925,27.67009084522318,32.0,1.0,,,,,,,,,
Toy1,5,ce_brpc,BRPC,CE,2,0.7503945340877789,0.246863057646027,0.00589892528911698,0.7715832814418379,0.7715832814418379,0.8863636363636364,nan,-0.5747064392712967,-0.5630919567888147,1.7398659783291923e-06,0.01161274261650369,0.0,-0.5747064392712967,-0.7802369292001075,0.015885976934412554,0.0764643086941621,0.0,-0.8725872148286822,256,768,4,4.0,1.005146447428473,0.018718491760946393,24.852885560908717,32.0,1.0000000000000002,,,,,,,,,
Toy1,5,ce_brpc,BRPC,CE,3,0.7715832814418379,0.00589892528911698,-0.017995126237448245,0.7947977530474173,0.7947977530474173,0.9045454545454545,nan,-0.5954711365686404,-0.5953407602005544,1.6191228415084913e-05,0.00011418513967083079,0.0,-0.5954711365686404,-1.3755776894006617,0.015902168162827638,0.07657849383383293,0.0,-1.4680583513973224,256,1024,4,5.0,1.0228489992992615,0.01527997013978362,22.5303430729566,32.0,1.0,,,,,,,,,
Toy1,5,ce_brpc,BRPC,CE,4,0.7947977530474173,-0.017995126237448245,-0.06329540047935688,0.7383583593437644,0.7383583593437644,0.9227272727272727,nan,-0.6323142066045938,-0.6317034682492233,0.00020031538609210854,0.00041042296927842615,0.0,-0.6323142066045938,-2.007281157649885,0.016102483548919747,0.07698891680311136,0.0,-2.1003725580019164,256,1280,4,6.0,1.0250171981702176,0.013138696117764262,20.614564845870074,32.0,1.0000000000000002,,,,,,,,,
Toy1,5,ce_brpc,BRPC,CE,5,0.7383583593437644,-0.06329540047935688,-0.02895743986299624,0.7417549127048374,0.7417549127048374,0.9409090909090909,nan,-0.5454508125868447,-0.5451730668128155,4.192666617095219e-05,0.00023581910785814685,0.0,-0.5454508125868447,-2.5524542244627004,0.0161444102150907,0.07722473591096951,0.0,-2.645823370588761,256,1536,4,7.0,1.0304218988815945,0.01119778598793997,19.321838023929377,32.0,1.0,,,,,,,,,
Toy1,5,ce_brpc,BRPC,CE,6,0.7417549127048374,-0.02895743986299624,-0.01607578266244092,0.7710291141886967,0.7710291141886967,0.9590909090909091,nan,-0.00011409042236187728,-6.798146450485174e-05,1.2921539410501802e-05,3.318741844652375e-05,0.0,-0.00011409042236187728,-2.5525222059272052,0.0161573317545012,0.07725792332941603,0.0,-2.645937461011123,256,1792,4,8.0,1.031348270740703,0.010052979279481402,18.291837559586334,32.0,0.9999999999999998,,,,,,,,,
Toy1,5,ce_brpc,BRPC,CE,7,0.7710291141886967,-0.01607578266244092,-0.05609302977277855,0.8043116654003801,0.8043116654003801,0.9772727272727273,nan,-0.0009198210562737005,-0.0004422236435612442,0.00015732139945449108,0.0003202760132579652,0.0,-0.0009198210562737005,-2.5529644295707663,0.016314653153955694,0.07757819934267399,0.0,-2.646857282067397,256,2048,4,9.0,1.0441570272752159,0.010023488603475223,17.303897264434013,32.0,1.0,,,,,,,,,
Toy1,5,ce_brpc,BRPC,CE,8,0.8043116654003801,-0.05609302977277855,-0.06607813373945841,0.8317097421221153,0.8317097421221153,0.9954545454545455,nan,-0.0031880134467324166,-0.002949756998562848,0.0002183159879244876,1.994046024508116e-05,0.0,-0.0031880134467324166,-2.5559141865693293,0.016532969141880183,0.07759813980291906,0.0,-2.650045295514129,256,2304,4,10.0,1.0626545932081641,0.008746709549982693,16.175666720822804,32.0,1.0000000000000004,,,,,,,,,
Toy1,5,ce_brpc,BRPC,CE,9,0.8317097421221153,-0.06607813373945841,-0.12398482969812663,0.787018288880509,0.787018288880509,1.0136363636363637,nan,-0.008115730944796192,-0.006676481957662591,0.0007686118997636732,0.0006706370873699285,0.0,-0.008115730944796192,-2.562590668526992,0.017301581041643855,0.078268776890289,0.0,-2.6581610264589255,256,2560,4,11.0,1.0811440571259836,0.006322742182251503,32.0,32.0,1.0,,,,,,,,,
Toy1,5,ce_brpc,BRPC,CE,10,0.787018288880509,-0.12398482969812663,-0.10863472799409088,0.7857933948288692,0.7857933948288692,1.0318181818181817,nan,-0.002007554042423167,-0.0013703537116408128,0.0005900752063175056,4.712512446484826e-05,0.0,-0.002007554042423167,-2.563961022238633,0.017891656247961362,0.07831590201475384,0.0,-2.660168580501349,256,2816,4,12.0,1.0835295518647576,0.0055255087588818586,31.69603327884027,32.0,1.0,,,,,,,,,
Toy1,5,ce_brpc,BRPC,CE,11,0.7857933948288692,-0.10863472799409088,-0.0848485612630901,0.770187971977469,0.770187971977469,1.05,nan,-0.0017542873763471338,-0.0012811671133753225,0.00035996391742081763,0.00011315634555099373,0.0,-0.0017542873763471338,-2.5652421893520083,0.01825162016538218,0.07842905836030484,0.0,-2.661922867877696,256,3072,4,13.0,1.084359600635647,0.005102880963711626,31.405227699704152,32.0,1.0,,,,,,,,,
