environment,twin_gap,regime,seed,baseline,total_cost,state_cost,energy_cost,switch_cost,nonsmooth_switch_cost,terminal_cost,physical_transitions,observed_transitions,observation_interval,oracle_regret
scalar,no_gap,static,0,kh_dual_control,23.238945321250835,23.215682320319065,0.0,0.0,0.0,0.023263000931763582,30,30,1,17.542444137085702
scalar,no_gap,static,0,arcari_dual_smpc,5.6965011841651325,5.560738183233369,0.11250000000000002,0.0,0.0,0.023263000931763547,30,30,1,0.0
scalar,no_gap,static,0,tv_gp_lcb,3478.167063714957,2947.0865547471853,17.943749999999998,0.0,0.0,513.136758967771,30,30,1,3472.4705625307915
scalar,no_gap,static,0,oracle_trend,5.6965011841651325,5.560738183233369,0.11250000000000002,0.0,0.0,0.023263000931763547,30,30,1,0.0
scalar,no_gap,static,1,kh_dual_control,56.65809465844665,56.51904884410469,0.0,0.0,0.0,0.13904581434195915,30,30,1,52.52928825962496
scalar,no_gap,static,1,arcari_dual_smpc,4.128806398821689,3.87726058447973,0.11250000000000002,0.0,0.0,0.13904581434195923,30,30,1,0.0
scalar,no_gap,static,1,tv_gp_lcb,2069.689805054154,1767.276689584541,17.71875,0.0,0.0,284.69436546961265,30,30,1,2065.5609986553322
scalar,no_gap,static,1,oracle_trend,4.128806398821689,3.87726058447973,0.11250000000000002,0.0,0.0,0.13904581434195923,30,30,1,0.0
scalar,no_gap,piecewise,0,kh_dual_control,23.238945321250835,23.215682320319065,0.0,0.0,0.0,0.023263000931763582,30,30,1,16.399129261926596
scalar,no_gap,piecewise,0,arcari_dual_smpc,8.97295866596945,8.557458944595545,0.3937500000000001,0.0,0.0,0.02174972137390435,30,30,1,2.1331426066452135
scalar,no_gap,piecewise,0,tv_gp_lcb,1300.4557657399346,1163.67927467492,16.81875,0.0,0.0,119.95774106501464,30,30,1,1293.6159496806104
scalar,no_gap,piecewise,0,oracle_trend,6.839816059324237,6.649316337950332,0.16875,0.0,0.0,0.02174972137390435,30,30,1,0.0
scalar,no_gap,piecewise,1,kh_dual_control,56.65809465844665,56.51904884410469,0.0,0.0,0.0,0.13904581434195915,30,30,1,52.054156405709264
scalar,no_gap,piecewise,1,arcari_dual_smpc,4.603938252737386,4.218025896074783,0.11250000000000002,0.0,0.0,0.2734123566626028,30,30,1,0.0
scalar,no_gap,piecewise,1,tv_gp_lcb,1783.0449299987972,1763.6620496076612,18.112499999999994,0.0,0.0,1.2703803911355191,30,30,1,1778.4409917460598
scalar,no_gap,piecewise,1,oracle_trend,4.603938252737386,4.218025896074783,0.11250000000000002,0.0,0.0,0.2734123566626028,30,30,1,0.0
scalar,no_gap,drifting,0,kh_dual_control,26.094818515348038,25.701641281309023,0.16875,0.0,0.0,0.22442723403901788,30,30,1,14.425485953091485
scalar,no_gap,drifting,0,arcari_dual_smpc,12.15628120630311,11.39359706648728,0.5062500000000001,0.0,0.0,0.25643413981582985,30,30,1,0.48694864404655647
scalar,no_gap,drifting,0,tv_gp_lcb,6401.132434771099,5797.552987407093,19.518749999999994,0.0,0.0,584.0606973640057,30,30,1,6389.463102208842
scalar,no_gap,drifting,0,oracle_trend,11.669332562256553,11.020049419145252,0.39375000000000004,0.0,0.0,0.2555331431113,30,30,1,0.0
scalar,no_gap,drifting,1,kh_dual_control,24.342721460444388,23.53106586524368,0.39375000000000004,0.0,0.0,0.41790559520071624,30,30,1,15.463115838933602
scalar,no_gap,drifting,1,arcari_dual_smpc,9.21414471524524,8.432293480863969,0.39375000000000004,0.0,0.0,0.3881012343812714,30,30,1,0.33453909373445434
scalar,no_gap,drifting,1,tv_gp_lcb,10731.771354586297,9336.821824018807,17.212500000000002,0.0,0.0,1377.7370305674892,30,30,1,10722.891748964787
scalar,no_gap,drifting,1,oracle_trend,8.879605621510786,8.210675881907223,0.28125,0.0,0.0,0.38767973960356195,30,30,1,0.0
scalar,gap,static,0,kh_dual_control,23.238945321250835,23.215682320319065,0.0,0.0,0.0,0.023263000931763582,30,30,1,17.9784252452976
scalar,gap,static,0,arcari_dual_smpc,5.260520075953236,5.146418304855669,0.11250000000000002,0.0,0.0,0.0016017710975663672,30,30,1,0.0
scalar,gap,static,0,tv_gp_lcb,6891.373570334517,6846.848843583376,18.73125,0.0,0.0,25.793476751141444,30,30,1,6886.113050258564
scalar,gap,static,0,oracle_trend,5.260520075953236,5.146418304855669,0.11250000000000002,0.0,0.0,0.0016017710975663672,30,30,1,0.0
