environment,twin_gap,regime,seed,baseline,total_cost,state_cost,energy_cost,switch_cost,nonsmooth_switch_cost,terminal_cost,physical_transitions,observed_transitions,observation_interval,oracle_regret
scalar,no_gap,static,0,kh_dual_control,23.238945321250835,23.215682320319065,0.0,0.0,0.0,0.023263000931763582,30,6,5,17.542444137085702
scalar,no_gap,static,0,arcari_dual_smpc,23.238945321250835,23.215682320319065,0.0,0.0,0.0,0.023263000931763582,30,6,5,17.542444137085702
scalar,no_gap,static,0,tv_gp_lcb,4424.754287548855,4383.52247374129,22.331249999999994,0.0,0.0,18.90056380756389,30,6,5,4419.05778636469
scalar,no_gap,static,0,oracle_trend,5.6965011841651325,5.560738183233369,0.11250000000000002,0.0,0.0,0.023263000931763547,30,6,5,0.0
scalar,no_gap,static,1,kh_dual_control,56.65809465844665,56.51904884410469,0.0,0.0,0.0,0.13904581434195915,30,6,5,52.52928825962496
scalar,no_gap,static,1,arcari_dual_smpc,56.65809465844665,56.51904884410469,0.0,0.0,0.0,0.13904581434195915,30,6,5,52.52928825962496
scalar,no_gap,static,1,tv_gp_lcb,7244.944362057746,6554.106754048895,21.431249999999995,0.0,0.0,669.4063580088512,30,6,5,7240.8155556589245
scalar,no_gap,static,1,oracle_trend,4.128806398821689,3.87726058447973,0.11250000000000002,0.0,0.0,0.13904581434195923,30,6,5,0.0
scalar,no_gap,piecewise,0,kh_dual_control,23.238945321250835,23.215682320319065,0.0,0.0,0.0,0.023263000931763582,30,6,5,15.50591636578617
scalar,no_gap,piecewise,0,arcari_dual_smpc,23.238945321250835,23.215682320319065,0.0,0.0,0.0,0.023263000931763582,30,6,5,15.50591636578617
scalar,no_gap,piecewise,0,tv_gp_lcb,1011.6361916593148,987.2027981744036,17.94375,0.0,0.0,6.489643484911032,30,6,5,1003.9031627038502
scalar,no_gap,piecewise,0,oracle_trend,7.733028955464664,7.542529234090759,0.16875,0.0,0.0,0.021749721373904383,30,6,5,0.0
scalar,no_gap,piecewise,1,kh_dual_control,56.65809465844665,56.51904884410469,0.0,0.0,0.0,0.13904581434195915,30,6,5,52.054156405709264
scalar,no_gap,piecewise,1,arcari_dual_smpc,56.65809465844665,56.51904884410469,0.0,0.0,0.0,0.13904581434195915,30,6,5,52.054156405709264
scalar,no_gap,piecewise,1,tv_gp_lcb,1214.5455181808654,1188.6772411470724,17.324999999999996,0.0,0.0,8.543277033792888,30,6,5,1209.941579928128
scalar,no_gap,piecewise,1,oracle_trend,4.603938252737386,4.218025896074783,0.11250000000000002,0.0,0.0,0.2734123566626028,30,6,5,0.0
scalar,no_gap,drifting,0,kh_dual_control,26.094818515348038,25.701641281309023,0.16875,0.0,0.0,0.22442723403901788,30,6,5,15.774579570264278
scalar,no_gap,drifting,0,arcari_dual_smpc,27.548063040096007,27.045491125825105,0.28125,0.0,0.0,0.22132191427090303,30,6,5,17.227824095012245
scalar,no_gap,drifting,0,tv_gp_lcb,8165.257670157047,7538.315773209995,23.062499999999993,0.0,0.0,603.8793969470538,30,6,5,8154.9374312119635
scalar,no_gap,drifting,0,oracle_trend,10.32023894508376,9.780119903528433,0.28125,0.0,0.0,0.2588690415553276,30,6,5,0.0
scalar,no_gap,drifting,1,kh_dual_control,23.41523361218716,22.93749839760832,0.05625000000000001,0.0,0.0,0.4214852145788353,30,6,5,14.535627990676373
scalar,no_gap,drifting,1,arcari_dual_smpc,23.41523361218716,22.93749839760832,0.05625000000000001,0.0,0.0,0.4214852145788353,30,6,5,14.535627990676373
scalar,no_gap,drifting,1,tv_gp_lcb,9880.13056044456,8701.480886431693,21.824999999999996,0.0,0.0,1156.8246740128682,30,6,5,9871.25095482305
scalar,no_gap,drifting,1,oracle_trend,8.879605621510786,8.210675881907223,0.28125,0.0,0.0,0.38767973960356195,30,6,5,0.0
scalar,gap,static,0,kh_dual_control,23.238945321250835,23.215682320319065,0.0,0.0,0.0,0.023263000931763582,30,6,5,17.9784252452976
scalar,gap,static,0,arcari_dual_smpc,23.238945321250835,23.215682320319065,0.0,0.0,0.0,0.023263000931763582,30,6,5,17.9784252452976
scalar,gap,static,0,tv_gp_lcb,30063.08110717087,28335.2607947664,24.918749999999996,0.0,0.0,1702.901562404474,30,6,5,30057.820587094917
scalar,gap,static,0,oracle_trend,5.260520075953236,5.146418304855669,0.11250000000000002,0.0,0.0,0.0016017710975663672,30,6,5,0.0
scalar,gap,static,1,kh_dual_control,56.65809465844665,56.51904884410469,0.0,0.0,0.0,0.13904581434195915,30,6,5,52.32723168445225
scalar,gap,static,1,arcari_dual_smpc,56.65809465844665,56.51904884410469,0.0,0.0,0.0,0.13904581434195915,30,6,5,52.32723168445225
scalar,gap,static,1,tv_gp_lcb,42237.70163910943,38425.108425783554,23.681249999999995,0.0,0.0,3788.9119633258715,30,6,5,42233.37077613544
