environment,twin_gap,regime,seed,baseline,total_cost,state_cost,energy_cost,switch_cost,nonsmooth_switch_cost,terminal_cost,physical_transitions,observed_transitions,observation_interval,oracle_regret
scalar,no_gap,static,0,kh_dual_control,23.238945321250835,23.215682320319065,0.0,0.0,0.0,0.023263000931763582,30,30,1,17.142444137085704
scalar,no_gap,static,0,arcari_dual_smpc,23.238945321250835,23.215682320319065,0.0,0.0,0.0,0.023263000931763582,30,30,1,17.142444137085704
scalar,no_gap,static,0,tv_gp_lcb,3480.4670637149566,2947.0865547471853,17.943749999999998,0.0,2.3000000000000003,513.136758967771,30,30,1,3474.3705625307916
scalar,no_gap,static,0,oracle_trend,6.096501184165133,5.560738183233369,0.11250000000000002,0.0,0.4,0.023263000931763547,30,30,1,0.0
scalar,no_gap,static,1,kh_dual_control,56.65809465844665,56.51904884410469,0.0,0.0,0.0,0.13904581434195915,30,30,1,52.12928825962496
scalar,no_gap,static,1,arcari_dual_smpc,56.65809465844665,56.51904884410469,0.0,0.0,0.0,0.13904581434195915,30,30,1,52.12928825962496
scalar,no_gap,static,1,tv_gp_lcb,2072.189805054153,1767.276689584541,17.71875,0.0,2.5000000000000004,284.69436546961265,30,30,1,2067.6609986553312
scalar,no_gap,static,1,oracle_trend,4.52880639882169,3.87726058447973,0.11250000000000002,0.0,0.4,0.13904581434195923,30,30,1,0.0
scalar,no_gap,piecewise,0,kh_dual_control,23.238945321250835,23.215682320319065,0.0,0.0,0.0,0.023263000931763582,30,30,1,15.799129261926598
scalar,no_gap,piecewise,0,arcari_dual_smpc,23.238945321250835,23.215682320319065,0.0,0.0,0.0,0.023263000931763582,30,30,1,15.799129261926598
scalar,no_gap,piecewise,0,tv_gp_lcb,1302.8557657399344,1163.67927467492,16.81875,0.0,2.4000000000000004,119.95774106501464,30,30,1,1295.4159496806103
scalar,no_gap,piecewise,0,oracle_trend,7.439816059324237,6.649316337950332,0.16875,0.0,0.6000000000000001,0.02174972137390435,30,30,1,0.0
scalar,no_gap,piecewise,1,kh_dual_control,56.65809465844665,56.51904884410469,0.0,0.0,0.0,0.13904581434195915,30,30,1,51.654156405709266
scalar,no_gap,piecewise,1,arcari_dual_smpc,56.65809465844665,56.51904884410469,0.0,0.0,0.0,0.13904581434195915,30,30,1,51.654156405709266
scalar,no_gap,piecewise,1,tv_gp_lcb,1785.344929998797,1763.6620496076612,18.112499999999994,0.0,2.3000000000000007,1.2703803911355191,30,30,1,1780.3409917460594
scalar,no_gap,piecewise,1,oracle_trend,5.003938252737386,4.218025896074783,0.11250000000000002,0.0,0.4,0.2734123566626028,30,30,1,0.0
scalar,no_gap,drifting,0,kh_dual_control,26.494818515348044,25.701641281309023,0.16875,0.0,0.4,0.22442723403901788,30,30,1,13.62548595309149
scalar,no_gap,drifting,0,arcari_dual_smpc,26.494818515348044,25.701641281309023,0.16875,0.0,0.4,0.22442723403901788,30,30,1,13.62548595309149
scalar,no_gap,drifting,0,tv_gp_lcb,6403.532434771099,5797.552987407093,19.518749999999994,0.0,2.4000000000000004,584.0606973640057,30,30,1,6390.663102208843
scalar,no_gap,drifting,0,oracle_trend,12.869332562256554,11.020049419145252,0.39375000000000004,0.0,1.2000000000000002,0.2555331431113,30,30,1,0.0
scalar,no_gap,drifting,1,kh_dual_control,25.27778653420962,23.574266626553502,0.39375000000000004,0.0,0.9000000000000001,0.4097699076561201,30,30,1,15.598180912698838
